dsp clock from the systime interface: 546045534479
sequence_number, timestamp(us), updated_timestamp(us), acc_x, acc_y, acc_z, ang_x, ang_y, ang_z, temperature_C
258259, 541635582, 546598699, 0.19, -0.25, 1.42, 0.00, -0.06, -0.04, 42.20
258260, 541637566, 546600683, -0.01, -0.15, 1.56, 0.12, 0.13, 0.04, 42.23
258261, 541639580, 546602697, -0.08, 0.26, 1.00, 0.17, 0.15, 0.08, 42.23
258262, 541641564, 546604681, -0.26, 0.48, -0.10, 0.01, 0.11, 0.04, 42.26
258263, 541643579, 546606696, 0.00, 0.16, 0.21, 0.03, -0.13, -0.04, 42.27
258264, 541645593, 546608710, 0.18, -0.02, 0.83, 0.04, -0.37, -0.08, 42.25
258265, 541647577, 546610694, 0.40, -0.31, 2.15, 0.00, -0.31, -0.08, 42.16
258266, 541649561, 546612678, 0.07, -0.15, 1.48, -0.02, 0.00, -0.01, 42.24
258267, 541651575, 546614692, 0.01, -0.06, 1.87, 0.11, 0.27, 0.06, 42.22
258268, 541653559, 546616676, -0.17, 0.28, 0.42, 0.13, 0.20, 0.09, 42.19
258269, 541655573, 546618690, -0.22, 0.38, -0.00, 0.01, 0.02, 0.04, 42.19
258270, 541657588, 546620705, 0.07, 0.09, 0.34, 0.03, -0.26, -0.05, 42.21
258271, 541659572, 546622689, 0.39, -0.09, 0.97, 0.04, -0.39, -0.08, 42.25
258272, 541661586, 546624703, 0.34, -0.23, 2.21, 0.01, -0.27, -0.06, 42.28
258273, 541663570, 546626687, 0.10, -0.06, 1.31, -0.02, 0.12, 0.01, 42.27
258274, 541665584, 546628701, -0.10, 0.08, 1.96, 0.13, 0.38, 0.05, 42.18
258275, 541667568, 546630685, -0.27, 0.21, -0.04, 0.04, 0.20, 0.06, 42.22
258276, 541669582, 546632699, -0.09, 0.28, 0.42, -0.02, -0.12, -0.00, 42.19
258277, 541671566, 546634683, -0.01, -0.07, 0.58, 0.01, -0.41, -0.06, 42.21
258278, 541673581, 546636698, 0.54, -0.19, 0.96, 0.08, -0.35, -0.06, 42.23
258279, 541675565, 546638682, 0.22, -0.21, 1.75, 0.05, -0.17, -0.01, 42.21
258280, 541677579, 546640696, 0.20, 0.11, 1.38, 0.00, 0.22, 0.06, 42.23
258281, 541679563, 546642680, -0.10, 0.30, 2.22, 0.10, 0.39, 0.08, 42.24
258282, 541681577, 546644694, -0.26, 0.21, -0.54, -0.05, 0.20, 0.04, 42.21
258283, 541683561, 546646678, -0.13, 0.23, 0.80, 0.01, -0.17, -0.05, 42.21
258284, 541685575, 546648692, -0.01, -0.22, 0.58, -0.01, -0.47, -0.11, 42.24
258285, 541687559, 546650676, 0.58, -0.40, 0.94, 0.06, -0.30, -0.10, 42.21
258286, 541689574, 546652691, 0.08, -0.20, 1.57, 0.02, -0.11, -0.00, 42.25
258287, 541691557, 546654674, 0.28, 0.19, 1.83, 0.07, 0.24, 0.08, 42.24
258288, 541693572, 546656689, -0.20, 0.41, 2.09, 0.10, 0.35, 0.12, 42.24
258289, 541695586, 546658703, -0.23, 0.31, -0.62, -0.06, 0.22, 0.06, 42.23
258290, 541697570, 546660687, -0.13, 0.25, 0.34, 0.04, -0.13, -0.05, 42.23
258291, 541699584, 546662701, 0.11, -0.22, 1.03, -0.01, -0.45, -0.12, 42.21
258292, 541701568, 546664685, 0.58, -0.50, 0.96, 0.02, -0.26, -0.11, 42.17
258293, 541703583, 546666700, 0.10, -0.28, 1.67, -0.03, -0.11, -0.01, 42.22
258294, 541705567, 546668684, 0.26, 0.01, 1.64, 0.11, 0.24, 0.08, 42.21
258295, 541707581, 546670698, -0.25, 0.49, 1.93, 0.12, 0.33, 0.13, 42.24
258296, 541709565, 546672682, -0.16, 0.42, -0.25, -0.01, 0.24, 0.05, 42.21
258297, 541711579, 546674696, -0.11, 0.34, -0.01, 0.04, -0.12, -0.06, 42.20
258298, 541713563, 546676680, 0.26, -0.12, 1.45, -0.00, -0.48, -0.12, 42.21
258299, 541715577, 546678694, 0.43, -0.56, 0.68, -0.01, -0.27, -0.10, 42.24
258300, 541717561, 546680678, 0.10, -0.39, 1.99, -0.04, -0.03, 0.00, 42.24
258301, 541719576, 546682693, 0.12, -0.14, 1.08, 0.10, 0.36, 0.09, 42.26
258302, 541721559, 546684676, -0.37, 0.47, 1.48, 0.08, 0.33, 0.14, 42.21
258303, 541723574, 546686691, -0.10, 0.53, 0.55, 0.06, 0.16, 0.04, 42.19
258304, 541725558, 546688675, 0.03, 0.36, -0.08, 0.02, -0.21, -0.07, 42.24
258305, 541727572, 546690689, 0.42, -0.08, 1.50, 0.02, -0.49, -0.13, 42.23
258306, 541729586, 546692703, 0.30, -0.42, 0.79, -0.01, -0.25, -0.09, 42.20
258307, 541731570, 546694687, 0.14, -0.33, 2.18, 0.01, 0.12, 0.00, 42.23
258308, 541733585, 546696702, -0.05, -0.17, 0.58, 0.07, 0.49, 0.09, 42.23
258309, 541735568, 546698685, -0.40, 0.21, 1.12, 0.02, 0.28, 0.12, 42.21
258310, 541737583, 546700700, -0.06, 0.56, 1.44, 0.09, -0.01, 0.03, 42.19
258311, 541739567, 546702684, 0.14, 0.19, -0.32, 0.01, -0.24, -0.06, 42.23
258312, 541741581, 546704698, 0.52, 0.01, 1.43, 0.11, -0.35, -0.09, 42.20
258313, 541743565, 546706682, 0.12, -0.16, 0.58, 0.02, -0.14, -0.06, 42.20
258314, 541745579, 546708696, 0.09, -0.14, 2.24, 0.04, 0.22, -0.01, 42.18
258315, 541747563, 546710680, -0.09, -0.06, 0.65, -0.01, 0.46, 0.05, 42.20
258316, 541749578, 546712695, -0.26, -0.05, 1.10, -0.03, 0.17, 0.07, 42.23
258317, 541751561, 546714678, -0.05, 0.34, 1.75, 0.10, -0.16, 0.02, 42.24
258318, 541753576, 546716693, 0.23, -0.04, -0.30, 0.04, -0.21, -0.04, 42.25
258319, 541755560, 546718677, 0.32, 0.09, 1.17, 0.18, -0.18, -0.04, 42.24
258320, 541757574, 546720691, 0.18, 0.06, 0.69, 0.06, -0.01, -0.02, 42.24
258321, 541759558, 546722675, 0.08, 0.04, 2.22, 0.05, 0.26, -0.00, 42.23
258322, 541761572, 546724689, -0.16, -0.06, 0.36, -0.14, 0.33, 0.03, 42.19
258323, 541763587, 546726704, -0.05, -0.18, 1.26, 0.00, 0.05, 0.04, 42.23
258324, 541765570, 546728687, -0.10, 0.02, 1.68, 0.15, -0.21, -0.00, 42.22
258325, 541767585, 546730702, 0.36, -0.08, -0.36, 0.09, -0.06, -0.04, 42.27
258326, 541769569, 546732686, 0.27, 0.41, 1.18, 0.17, -0.07, -0.03, 42.19
258327, 541771583, 546734700, 0.21, 0.01, 0.58, 0.07, -0.01, -0.01, 42.23
258328, 541773567, 546736684, -0.04, 0.17, 2.76, 0.06, 0.18, 0.01, 42.26
258329, 541775581, 546738698, -0.16, -0.07, -0.04, -0.18, 0.27, 0.05, 42.23
258330, 541777565, 546740682, -0.17, -0.26, 1.18, 0.04, 0.12, 0.04, 42.20
258331, 541779580, 546742697, -0.12, -0.13, 1.57, 0.13, -0.15, 0.01, 42.23
258332, 541781563, 546744680, 0.45, -0.05, -0.18, 0.08, -0.02, -0.04, 42.24
258333, 541783578, 546746695, 0.19, 0.43, 1.26, 0.17, -0.13, -0.03, 42.23
258334, 541785562, 546748679, 0.42, 0.18, 0.72, 0.17, -0.04, -0.01, 42.21
258335, 541787576, 546750693, -0.13, 0.19, 2.66, 0.07, 0.19, 0.01, 42.22
258336, 541789560, 546752677, -0.17, -0.11, -0.19, -0.21, 0.35, 0.02, 42.28
258337, 541791574, 546754691, -0.31, -0.28, 1.16, 0.01, 0.18, 0.00, 42.25
258338, 541793558, 546756675, -0.09, -0.29, 1.57, 0.13, -0.19, -0.03, 42.24
258339, 541795572, 546758689, 0.39, -0.03, 0.16, 0.11, -0.12, -0.04, 42.22
258340, 541797587, 546760704, 0.14, 0.45, 1.16, 0.20, -0.20, -0.01, 42.20
258341, 541799571, 546762688, 0.51, 0.37, 0.69, 0.23, 0.03, 0.02, 42.24
258342, 541801585, 546764702, -0.23, 0.25, 2.25, 0.03, 0.22, 0.04, 42.24
258343, 541803569, 546766686, 0.06, -0.12, 0.24, -0.22, 0.36, 0.03, 42.22
258344, 541805583, 546768700, -0.34, -0.40, 1.32, -0.04, 0.17, -0.00, 42.22
258345, 541807567, 546770684, 0.18, -0.41, 1.47, 0.15, -0.21, -0.03, 42.23
258346, 541809582, 546772699, 0.20, -0.12, -0.15, 0.14, -0.13, -0.04, 42.22
258347, 541811565, 546774682, 0.10, 0.49, 1.21, 0.25, -0.13, -0.01, 42.22
258348, 541813580, 546776697, 0.52, 0.61, 0.68, 0.27, 0.14, 0.00, 42.21
258349, 541815564, 546778681, -0.34, 0.28, 2.04, -0.02, 0.20, 0.01, 42.28
258350, 541817578, 546780695, 0.16, -0.10, 0.65, -0.22, 0.25, 0.01, 42.26
258351, 541819562, 546782679, -0.43, -0.64, 1.27, -0.09, 0.09, -0.01, 42.24
258352, 541821576, 546784693, -0.00, -0.09, -0.03, 0.17, -0.07, 0.01, 42.21
258353, 541823560, 546786677, 0.30, 0.69, 1.50, 0.30, -0.12, 0.03, 42.24
258354, 541825574, 546788691, 0.38, 0.69, 0.42, 0.27, 0.14, 0.03, 42.23
258355, 541827558, 546790675, -0.25, 0.44, 2.15, -0.04, 0.17, 0.01, 42.19
258356, 541829573, 546792690, 0.12, -0.15, 0.40, -0.21, 0.22, -0.02, 42.24
258357, 541831587, 546794704, -0.48, -0.79, 1.79, -0.10, 0.07, -0.05, 42.24
258358, 541833571, 546796688, 0.28, -0.75, 0.71, 0.15, -0.06, -0.06, 42.22
258359, 541835585, 546798702, -0.02, -0.06, -0.00, 0.19, -0.11, -0.00, 42.22
258360, 541837569, 546800686, 0.42, 0.60, 1.45, 0.39, -0.19, 0.06, 42.18
258361, 541839583, 546802700, 0.16, 0.85, 0.66, 0.26, 0.16, 0.07, 42.16
258362, 541841567, 546804684, -0.10, 0.60, 2.42, -0.04, 0.29, 0.04, 42.24
258363, 541843582, 546806699, 0.01, -0.15, -0.19, -0.19, 0.32, -0.02, 42.26
258364, 541845566, 546808683, -0.44, -0.78, 2.45, -0.09, -0.02, -0.08, 42.23
258365, 541847580, 546810697, 0.30, -0.79, 0.10, 0.09, -0.19, -0.10, 42.23
258366, 541849564, 546812681, 0.01, -0.28, 0.24, 0.20, -0.25, -0.01, 42.23
258367, 541851578, 546814695, 0.52, 0.47, 1.37, 0.48, -0.22, 0.08, 42.28
258368, 541853562, 546816679, 0.04, 1.02, 1.02, 0.25, 0.25, 0.12, 42.24
258369, 541855576, 546818693, -0.03, 0.64, 1.99, -0.07, 0.46, 0.08, 42.20
258370, 541857560, 546820677, -0.16, -0.07, -0.32, -0.17, 0.35, -0.02, 42.23
258371, 541859575, 546822692, -0.24, -0.69, 2.99, -0.01, -0.19, -0.11, 42.23
258372, 541861558, 546824675, 0.30, -0.92, -0.40, 0.03, -0.32, -0.14, 42.26
258373, 541863573, 546826690, 0.05, -0.28, 0.42, 0.20, -0.30, -0.04, 42.23
258374, 541865587, 546828704, 0.48, 0.38, 0.92, 0.52, -0.15, 0.08, 42.23
258375, 541867571, 546830688, -0.11, 0.99, 1.72, 0.26, 0.32, 0.14, 42.25
258376, 541869585, 546832702, 0.02, 0.75, 1.99, -0.07, 0.52, 0.09, 42.21
258377, 541871569, 546834686, -0.28, -0.12, -0.75, -0.22, 0.36, -0.01, 42.21
258378, 541873584, 546836701, -0.22, -0.74, 3.51, 0.03, -0.32, -0.11, 42.24
258379, 541875568, 546838685, 0.27, -0.86, -0.72, 0.04, -0.40, -0.13, 42.22
258380, 541877582, 546840699, 0.14, -0.23, 0.63, 0.30, -0.31, -0.04, 42.24
258381, 541879566, 546842683, 0.47, 0.52, 0.33, 0.53, -0.10, 0.07, 42.23
258382, 541881580, 546844697, -0.11, 0.89, 1.76, 0.23, 0.29, 0.13, 42.23
258383, 541883564, 546846681, 0.12, 0.77, 2.76, -0.10, 0.43, 0.08, 42.27
258384, 541885578, 546848695, -0.31, -0.39, -0.92, -0.30, 0.36, -0.01, 42.26
258385, 541887562, 546850679, -0.03, -0.62, 3.41, 0.11, -0.25, -0.09, 42.22
258386, 541889577, 546852694, -0.03, -0.76, -1.23, 0.13, -0.38, -0.11, 42.24
258387, 541891560, 546854677, 0.00, -0.13, 0.68, 0.39, -0.29, -0.05, 42.25
258388, 541893575, 546856692, 0.47, 0.73, 0.64, 0.43, -0.11, 0.05, 42.25
258389, 541895559, 546858676, 0.04, 0.64, 1.63, 0.12, 0.17, 0.09, 42.23
258390, 541897573, 546860690, 0.25, 0.50, 2.91, -0.11, 0.23, 0.08, 42.24
258391, 541899587, 546862704, -0.33, -0.46, -0.37, -0.23, 0.31, 0.02, 42.20
258392, 541901571, 546864688, 0.03, -0.57, 3.05, 0.19, -0.12, -0.04, 42.18
258393, 541903586, 546866703, -0.16, -0.57, -1.95, 0.19, -0.22, -0.07, 42.22
258394, 541905570, 546868687, 0.07, 0.32, 1.55, 0.41, -0.26, -0.04, 42.23
258395, 541907584, 546870701, 0.47, 0.76, 0.19, 0.33, -0.18, 0.02, 42.24
258396, 541909568, 546872685, 0.05, 0.47, 1.88, 0.09, 0.03, 0.04, 42.24
258397, 541911582, 546874699, 0.12, 0.27, 2.44, -0.11, 0.11, 0.04, 42.25
258398, 541913566, 546876683, -0.18, -0.66, 0.44, -0.19, 0.29, 0.01, 42.26
258399, 541915580, 546878697, -0.01, -0.71, 2.10, 0.18, -0.05, -0.03, 42.31
258400, 541917564, 546880681, -0.08, -0.48, -1.66, 0.23, -0.19, -0.02, 42.21
258401, 541919579, 546882696, 0.22, 0.67, 2.33, 0.47, -0.33, 0.01, 42.23
258402, 541921562, 546884679, 0.25, 0.71, -0.86, 0.30, -0.18, 0.05, 42.27
258403, 541923577, 546886694, 0.04, 0.64, 2.82, 0.09, 0.08, 0.05, 42.24
258404, 541925561, 546888678, 0.07, 0.11, 1.71, -0.13, 0.18, 0.02, 42.22
258405, 541927575, 546890692, -0.18, -0.79, 1.24, -0.19, 0.26, -0.04, 42.21
258406, 541929559, 546892676, -0.07, -0.78, 1.06, 0.10, -0.14, -0.06, 42.18
258407, 541931573, 546894690, 0.15, -0.31, -1.09, 0.32, -0.33, -0.04, 42.20
258408, 541933588, 546896705, 0.19, 0.64, 2.27, 0.58, -0.46, 0.03, 42.20
258409, 541935572, 546898689, 0.14, 0.81, -0.86, 0.25, -0.05, 0.08, 42.25
258410, 541937586, 546900703, 0.05, 0.55, 2.88, -0.01, 0.27, 0.07, 42.20
258411, 541939570, 546902687, 0.13, -0.12, 1.25, -0.20, 0.24, 0.03, 42.26
258412, 541941584, 546904701, -0.16, -0.80, 1.77, -0.09, 0.08, -0.04, 42.29
258413, 541943568, 546906685, -0.12, -0.69, 0.63, 0.17, -0.26, -0.06, 42.24
258414, 541945582, 546908699, 0.25, -0.05, -0.93, 0.40, -0.28, -0.05, 42.25
258415, 541947566, 546910683, -0.03, 0.72, 1.57, 0.54, -0.40, 0.01, 42.21
258416, 541949581, 546912698, 0.24, 0.87, 0.26, 0.14, -0.00, 0.04, 42.25
258417, 541951564, 546914681, 0.07, 0.36, 3.18, -0.12, 0.21, 0.03, 42.24
258418, 541953579, 546916696, 0.08, -0.48, 0.05, -0.18, 0.19, 0.01, 42.24
258419, 541955563, 546918680, -0.31, -0.85, 2.63, 0.06, -0.06, -0.01, 42.25
258420, 541957577, 546920694, -0.12, -0.57, 0.10, 0.21, -0.28, -0.01, 42.23
258421, 541959561, 546922678, 0.34, 0.29, -0.69, 0.41, -0.18, -0.00, 42.28
258422, 541961575, 546924692, 0.03, 0.89, 1.13, 0.45, -0.36, 0.04, 42.26
258423, 541963559, 546926676, 0.45, 0.93, 0.91, 0.13, -0.04, 0.03, 42.22
258424, 541965573, 546928690, -0.09, 0.16, 3.38, -0.15, 0.12, 0.00, 42.23
258425, 541967557, 546930674, 0.05, -0.75, -0.41, -0.24, 0.25, -0.03, 42.21
258426, 541969572, 546932689, -0.34, -0.95, 2.60, 0.06, -0.04, -0.03, 42.25
258427, 541971586, 546934703, -0.08, -0.52, -0.26, 0.27, -0.29, -0.02, 42.28
258428, 541973570, 546936687, 0.18, 0.40, -0.09, 0.45, -0.25, 0.01, 42.24
258429, 541975584, 546938701, 0.20, 1.07, 0.92, 0.40, -0.39, 0.05, 42.21
258430, 541977568, 546940685, 0.51, 0.94, 1.13, 0.13, -0.04, 0.04, 42.24
258431, 541979583, 546942700, -0.11, 0.17, 3.24, -0.16, 0.12, 0.01, 42.23
258432, 541981566, 546944683, 0.10, -0.82, -0.19, -0.30, 0.34, -0.03, 42.27
258433, 541983581, 546946698, -0.34, -0.98, 2.18, 0.05, -0.08, -0.04, 42.20
258434, 541985565, 546948682, -0.03, -0.62, -0.57, 0.32, -0.39, -0.02, 42.21
258435, 541987579, 546950696, 0.08, 0.66, 0.64, 0.46, -0.31, 0.02, 42.23
258436, 541989563, 546952680, 0.25, 1.02, 0.29, 0.35, -0.30, 0.06, 42.22
258437, 541991577, 546954694, 0.39, 0.98, 1.86, 0.11, 0.05, 0.03, 42.26
258438, 541993561, 546956678, -0.12, -0.03, 2.70, -0.21, 0.14, -0.01, 42.23
258439, 541995575, 546958692, 0.03, -0.89, 0.43, -0.34, 0.29, -0.06, 42.28
258440, 541997559, 546960676, -0.34, -1.02, 1.85, 0.07, -0.20, -0.04, 42.22
258441, 541999574, 546962691, 0.09, -0.49, -0.63, 0.40, -0.44, -0.00, 42.19
258442, 542001558, 546964675, 0.02, 0.82, 0.82, 0.46, -0.35, 0.06, 42.21
258443, 542003572, 546966689, 0.37, 1.22, -0.04, 0.33, -0.16, 0.08, 42.24
258444, 542005586, 546968703, 0.22, 0.87, 1.88, 0.05, 0.16, 0.04, 42.20
258445, 542007570, 546970687, -0.01, -0.24, 2.85, -0.28, 0.14, -0.03, 42.19
258446, 542009585, 546972702, 0.03, -0.96, 0.65, -0.38, 0.19, -0.08, 42.25
258447, 542011568, 546974685, -0.42, -1.26, 1.18, 0.10, -0.30, -0.04, 42.20
258448, 542013583, 546976700, -0.05, 0.90, 0.28, 0.48, -0.31, 0.07, 42.27
258449, 542015567, 546978684, 0.44, 1.48, 0.57, 0.28, -0.04, 0.07, 42.25
258450, 542017581, 546980698, 0.20, 0.80, 1.88, -0.05, 0.18, 0.02, 42.24
258451, 542019565, 546982682, 0.08, -0.33, 2.81, -0.31, 0.10, -0.04, 42.25
258452, 542021579, 546984696, -0.24, -1.12, 0.52, -0.36, 0.10, -0.09, 42.29
258453, 542023563, 546986680, -0.41, -1.35, 0.57, 0.15, -0.27, -0.05, 42.27
258454, 542025577, 546988694, 0.28, -0.16, 0.15, 0.54, -0.41, 0.02, 42.26
258455, 542027561, 546990678, 0.04, 0.89, 0.04, 0.43, -0.35, 0.08, 42.24
258456, 542029576, 546992693, 0.59, 1.55, 1.54, 0.26, -0.08, 0.08, 42.24
258457, 542031560, 546994677, 0.21, 0.71, 1.91, -0.09, 0.21, 0.04, 42.23
258458, 542033574, 546996691, 0.02, -0.31, 2.49, -0.28, 0.22, -0.03, 42.22
258459, 542035558, 546998675, -0.38, -1.23, 0.08, -0.32, 0.14, -0.08, 42.20
258460, 542037572, 547000689, -0.42, -1.36, 0.76, 0.15, -0.24, -0.08, 42.22
258461, 542039587, 547002704, 0.27, 0.06, 0.31, 0.48, -0.48, -0.02, 42.23
258462, 542041570, 547004687, 0.16, 0.81, -0.36, 0.44, -0.48, 0.05, 42.23
258463, 542043585, 547006702, 0.64, 1.57, 2.22, 0.31, -0.16, 0.08, 42.27
258464, 542045569, 547008686, 0.26, 0.70, 1.93, -0.13, 0.30, 0.07, 42.21
258465, 542047583, 547010700, -0.04, -0.33, 2.15, -0.32, 0.40, 0.01, 42.22
258466, 542049567, 547012684, -0.44, -1.25, -0.18, -0.30, 0.21, -0.06, 42.21
258467, 542051581, 547014698, -0.31, -1.19, 1.12, 0.16, -0.29, -0.07, 42.19
258468, 542053565, 547016682, 0.16, -0.09, -0.05, 0.45, -0.57, -0.02, 42.21
258469, 542055579, 547018696, 0.25, 0.81, 0.19, 0.44, -0.48, 0.04, 42.26
258470, 542057563, 547020680, 0.61, 1.49, 2.24, 0.34, -0.09, 0.08, 42.21
258471, 542059578, 547022695, 0.26, 0.78, 1.94, -0.14, 0.40, 0.06, 42.22
258472, 542061562, 547024679, -0.19, -0.34, 1.48, -0.32, 0.46, -0.02, 42.20
258473, 542063576, 547026693, -0.39, -1.15, 0.03, -0.24, 0.12, -0.09, 42.17
258474, 542065560, 547028677, -0.23, -1.13, 1.47, 0.16, -0.41, -0.09, 42.24
258475, 542067574, 547030691, 0.23, -0.20, -0.49, 0.42, -0.59, -0.02, 42.27
258476, 542069558, 547032675, 0.33, 0.69, 0.52, 0.43, -0.39, 0.07, 42.24
258477, 542071572, 547034689, 0.61, 1.38, 2.47, 0.30, 0.04, 0.13, 42.19
258478, 542073587, 547036704, 0.16, 0.79, 1.72, -0.14, 0.50, 0.11, 42.21
258479, 542075571, 547038688, -0.29, -0.15, 1.51, -0.28, 0.53, -0.01, 42.24
258480, 542077585, 547040702, -0.37, -1.02, -0.09, -0.18, 0.10, -0.12, 42.26
258481, 542079569, 547042686, -0.30, -1.04, 1.48, 0.16, -0.49, -0.16, 42.26
258482, 542081583, 547044700, 0.18, -0.23, -0.74, 0.36, -0.63, -0.09, 42.23
258483, 542083567, 547046684, 0.50, 0.59, 1.25, 0.41, -0.39, 0.03, 42.21
258484, 542085581, 547048698, 0.63, 1.10, 1.92, 0.28, 0.06, 0.14, 42.24
258485, 542087565, 547050682, 0.20, 0.72, 1.90, -0.09, 0.51, 0.17, 42.22
258486, 542089580, 547052697, -0.35, -0.10, 1.51, -0.24, 0.61, 0.06, 42.19
258487, 542091563, 547054680, -0.31, -0.79, -0.28, -0.18, 0.24, -0.07, 42.25
258488, 542093578, 547056695, -0.40, -0.87, 1.45, 0.17, -0.45, -0.13, 42.23
258489, 542095562, 547058679, 0.20, -0.09, -0.50, 0.33, -0.63, -0.12, 42.20
258490, 542097576, 547060693, 0.55, 0.57, 1.74, 0.41, -0.38, -0.04, 42.24
258491, 542099560, 547062677, 0.45, 0.80, 1.08, 0.21, 0.05, 0.08, 42.25
258492, 542101574, 547064691, 0.21, 0.41, 2.01, -0.11, 0.46, 0.12, 42.24
258493, 542103558, 547066675, -0.27, -0.18, 1.82, -0.22, 0.54, 0.05, 42.25
258494, 542105573, 547068690, -0.15, -0.77, -0.76, -0.17, 0.25, -0.03, 42.20
258495, 542107587, 547070704, -0.30, -0.62, 1.64, 0.27, -0.43, -0.07, 42.25
258496, 542109571, 547072688, 0.24, 0.17, -0.19, 0.38, -0.59, -0.06, 42.24
258497, 542111585, 547074702, 0.47, 0.70, 1.76, 0.40, -0.23, -0.01, 42.30
258498, 542113569, 547076686, 0.33, 0.82, 0.63, 0.06, 0.16, 0.07, 42.27
258499, 542115583, 547078700, 0.20, 0.17, 1.98, -0.12, 0.46, 0.08, 42.25
258500, 542117567, 547080684, -0.34, -0.40, 2.22, -0.20, 0.43, 0.01, 42.24
258501, 542119582, 547082699, -0.19, -0.98, -1.04, -0.17, 0.22, -0.05, 42.23
258502, 542121565, 547084682, -0.33, -0.60, 1.48, 0.32, -0.40, -0.05, 42.22
258503, 542123580, 547086697, 0.38, 0.34, 0.35, 0.40, -0.52, -0.04, 42.28
258504, 542125564, 547088681, 0.47, 0.89, 1.78, 0.39, -0.16, 0.02, 42.23
258505, 542127578, 547090695, 0.35, 0.97, 0.78, 0.02, 0.18, 0.09, 42.23
258506, 542129562, 547092679, 0.13, 0.14, 1.39, -0.06, 0.46, 0.08, 42.23
258507, 542131576, 547094693, -0.43, -0.42, 2.14, -0.22, 0.39, -0.00, 42.26
258508, 542133560, 547096677, -0.21, -1.10, -1.02, -0.20, 0.26, -0.07, 42.27
258509, 542135575, 547098692, -0.27, -0.55, 1.79, 0.29, -0.36, -0.06, 42.24
258510, 542137558, 547100675, 0.45, 0.19, 0.56, 0.43, -0.53, -0.04, 42.21
258511, 542139573, 547102690, 0.38, 0.94, 1.73, 0.40, -0.16, 0.03, 42.18
258512, 542141587, 547104704, 0.30, 0.87, 0.51, 0.02, 0.23, 0.09, 42.26
258513, 542143571, 547106688, 0.05, 0.22, 1.33, -0.04, 0.53, 0.07, 42.25
258514, 542145585, 547108702, -0.38, -0.36, 2.12, -0.24, 0.34, -0.01, 42.22
258515, 542147569, 547110686, -0.00, -1.01, -0.97, -0.17, 0.19, -0.08, 42.21
258516, 542149584, 547112701, -0.18, -0.41, 1.81, 0.30, -0.43, -0.07, 42.21
258517, 542151567, 547114684, 0.54, 0.14, 0.83, 0.45, -0.48, -0.03, 42.18
258518, 542153582, 547116699, 0.23, 0.91, 1.58, 0.31, -0.06, 0.05, 42.24
258519, 542155566, 547118683, 0.29, 0.79, 0.52, 0.01, 0.37, 0.10, 42.25
258520, 542157580, 547120697, -0.12, 0.08, 1.09, -0.03, 0.59, 0.06, 42.23
258521, 542159564, 547122681, -0.41, -0.49, 1.95, -0.22, 0.22, -0.02, 42.20
258522, 542161578, 547124695, -0.08, -0.97, -0.71, -0.14, 0.03, -0.09, 42.21
258523, 542163562, 547126679, -0.04, -0.26, 1.90, 0.31, -0.45, -0.07, 42.26
258524, 542165577, 547128694, 0.60, 0.23, 0.85, 0.49, -0.36, -0.03, 42.24
258525, 542167560, 547130677, 0.14, 1.03, 1.57, 0.26, 0.03, 0.06, 42.25
258526, 542169575, 547132692, 0.28, 0.86, 0.82, -0.01, 0.43, 0.09, 42.25
258527, 542171559, 547134676, -0.21, -0.15, 0.42, -0.12, 0.55, 0.03, 42.25
258528, 542173573, 547136690, -0.32, -0.61, 2.42, -0.23, 0.08, -0.04, 42.23
258529, 542175587, 547138704, -0.11, -0.99, -0.69, -0.11, -0.08, -0.08, 42.22
258530, 542177571, 547140688, 0.04, -0.27, 1.91, 0.36, -0.40, -0.05, 42.23
258531, 542179586, 547142703, 0.49, 0.40, 0.69, 0.52, -0.22, 0.00, 42.24
258532, 542181569, 547144686, 0.12, 1.08, 1.48, 0.21, 0.07, 0.07, 42.25
258533, 542183584, 547146701, 0.23, 0.86, 0.99, -0.00, 0.38, 0.07, 42.26
258534, 542185568, 547148685, -0.23, -0.23, 0.52, -0.21, 0.45, 0.00, 42.22
258535, 542187582, 547150699, -0.04, -0.67, 1.84, -0.19, 0.00, -0.06, 42.23
258536, 542189566, 547152683, -0.27, -1.06, -0.40, -0.03, -0.16, -0.08, 42.27
258537, 542191580, 547154697, 0.09, -0.24, 1.91, 0.37, -0.34, -0.03, 42.26
258538, 542193564, 547156681, 0.49, 0.56, 0.84, 0.45, -0.10, 0.02, 42.25
258539, 542195578, 547158695, 0.16, 0.96, 1.37, 0.17, 0.09, 0.09, 42.24
258540, 542197562, 547160679, 0.22, 0.84, 1.14, 0.02, 0.31, 0.07, 42.24
258541, 542199577, 547162694, -0.29, -0.28, 0.46, -0.23, 0.34, -0.00, 42.23
258542, 542201561, 547164678, -0.07, -0.76, 1.24, -0.13, -0.02, -0.07, 42.21
258543, 542203575, 547166692, -0.26, -0.90, 0.23, 0.03, -0.22, -0.08, 42.20
258544, 542205559, 547168676, 0.28, -0.24, 2.18, 0.36, -0.29, -0.03, 42.20
258545, 542207573, 547170690, 0.13, 0.94, 1.44, 0.17, 0.12, 0.09, 42.23
258546, 542209588, 547172705, 0.10, 0.74, 0.80, 0.06, 0.28, 0.07, 42.25
258547, 542211571, 547174688, -0.28, -0.23, 0.91, -0.23, 0.26, -0.02, 42.20
258548, 542213586, 547176703, 0.01, -0.69, 0.63, -0.13, -0.05, -0.10, 42.23
